n,app,avg_cume_score
77,VAST,0.37150177995219431789
78,VAST,0.37047255589496077634
79,VAST,0.36943681937634644750
80,VAST,0.36839024365025750468
81,VAST,0.36733653358558488869
82,VAST,0.36626661429105321151
83,VAST,0.36518796940574304398
84,VAST,0.36409130273835415115
85,VAST,0.36294149102607826143
86,VAST,0.36177803324834917908
87,VAST,0.36062219464087691393
88,VAST,0.35946450466504125292
89,VAST,0.35829604556728277870
90,VAST,0.35712490136415156416
91,VAST,0.35592304534622918183
92,VAST,0.35470783758627058114
93,VAST,0.35348597782604695804
94,VAST,0.35225773148782526154
95,VAST,0.35101168042338612493
96,VAST,0.34967795849909006771
97,VAST,0.34827592700478593867
98,VAST,0.34684359249504174873
99,VAST,0.34529570519641903368
100,VAST,0.34363025668389081280
