n,app,avg_cume_score
53,VAST,4.2212378722276957
54,VAST,4.2338022072419655
55,VAST,4.2463519283125435
56,VAST,4.2588988360546335
57,VAST,4.2714404643120241
58,VAST,4.2839634186659240
59,VAST,4.2964413132957317
60,VAST,4.3091712859014757
61,VAST,4.3218628476548171
62,VAST,4.3345103447499057
63,VAST,4.3471519701882390
64,VAST,4.3598949063849300
65,VAST,4.3727122110510514
66,VAST,4.3855354775326330
67,VAST,4.3983016614064772
68,VAST,4.4112493501246100
69,VAST,4.4242518717960272
70,VAST,4.4372727338515093
71,VAST,4.4503138099703732
72,VAST,4.4635169075354623
73,VAST,4.4766914033782222
74,VAST,4.4897874819491700
75,VAST,4.5029659261191835
76,VAST,4.5161375977970599
77,VAST,4.5293961545718248
78,VAST,4.5427632270802757
79,VAST,4.5563473441341987
80,VAST,4.5703550186695912
81,VAST,4.5845599899806992
82,VAST,4.5987596183872076
83,VAST,4.6130476018894101
84,VAST,4.6273448535404460
85,VAST,4.6418887712686577
86,VAST,4.6565863071661948
87,VAST,4.6715184363939194
88,VAST,4.6866205130210066
89,VAST,4.7020992066906466
90,VAST,4.7180244577227507
91,VAST,4.7345342017962041
92,VAST,4.7515774884880937
93,VAST,4.7692107909985972
94,VAST,4.7872441024160783
95,VAST,4.8063819828129006
96,VAST,4.8262666387015013
97,VAST,4.8478954269335228
98,VAST,4.8711355683764367
99,VAST,4.8968920222122063
100,VAST,4.9271990899164431
